modelId,fileName,recall,precision,simplicity,generality,f1Score,quality
"d62dad45-b66b-435d-aa74-e581585260ce","model_3_auto.bpmn",0.000000,0.000000,0.866700,0.000000,0.000000,0.000000
"88548e19-693b-44ba-895e-858d4c652464","model_1_auto.bpmn",0.000000,0.000000,0.866700,0.000000,0.000000,0.000000
