modelId,fileName,recall,precision,simplicity,generality,f1Score,quality
"3dd79aed-3ee7-41a6-b411-7ba0f52ef5e7","model_2_auto.bpmn",0.926400,0.912800,0.872300,0.870400,0.894801,0.919550
"9fb5d73c-2fce-4211-88b9-969b9b533d49","model_1_auto.bpmn",0.926400,0.912800,0.872300,0.870400,0.894801,0.919550
