modelId,fileName,recall,precision,simplicity,generality,f1Score,quality
"536bb96e-d734-4dec-8923-24715ec789ca","model_7_auto.bpmn",0.893900,0.333300,0.824600,0.890300,0.619682,0.485556
"f0dd5197-4209-4285-bdde-be30dd550f46","model_6_auto.bpmn",0.924800,0.272700,0.812500,0.896100,0.563772,0.421199
"43020564-4fdc-4b2e-97ae-ef4e7c681676","model_5_auto.bpmn",0.925100,0.272700,0.812500,0.896100,0.563800,0.421230
"729a2f53-4f38-4f07-b4d5-4a04a1c44d0f","model_4_auto.bpmn",0.922500,0.333300,0.806500,0.893300,0.620763,0.489679
"8fafa870-3bc2-48ba-b8fc-7179fa414dca","model_3_auto.bpmn",0.898400,0.272700,0.830500,0.893300,0.563090,0.418399
"11cd30ef-a060-4fd4-8ade-650499ce9744","model_2_auto.bpmn",0.898400,0.250000,0.830500,0.893300,0.537878,0.391153
"b181c33b-5643-4693-84d9-a7c90794b34a","model_1_auto.bpmn",0.925500,0.285700,0.812500,0.896100,0.577418,0.436617
